code,name,revenue,net_profit,roe,revenue_growth,gross_margin,debt_ratio,current_ratio,asset_turnover
601886,江河集团,218.4526,6.1024,8.3600,-2.5013,17.2382,71.7860,1.1793,0.7274
600398,海澜之家,216.2565,21.6599,12.3100,3.1930,44.8744,45.4859,1.4072,0.6409
600884,杉杉股份,215.8702,4.5792,2.1000,15.5639,17.2742,49.1001,1.0741,0.4727
605222,起帆电缆,215.8289,1.7077,3.6200,-5.1890,5.4982,68.4065,1.4282,1.4871
2028,思源电气,215.3903,31.5014,22.6300,39.3384,30.7748,47.0483,1.7464,0.8080
600458,时代新材,214.7054,5.1361,7.3400,7.0583,14.6430,64.6703,1.2373,0.9470
601789,宁波建工,214.6708,2.3593,4.9200,1.9338,9.3194,84.0218,0.9576,0.6701
601021,春秋航空,214.5953,23.1740,12.9700,7.2980,13.5854,61.2525,0.9062,0.4731
600348,华阳股份,214.4433,17.0303,5.6400,-14.4287,39.4511,53.2541,0.6773,0.2547
2539,云图控股,213.9988,8.2708,9.1400,5.0065,11.8429,65.4515,1.0084,0.8355
2179,中航光电,213.8606,21.6152,9.1600,3.3866,29.1907,38.5400,2.0270,0.5106
2400,省广集团,213.5366,0.8997,1.8100,3.3671,5.8479,61.5255,1.3201,1.8019
689009,九号公司,212.7788,17.5817,26.0800,49.8884,29.6296,66.2589,1.2022,1.1440
2768,国恩股份,212.5123,8.4129,15.7200,10.5691,10.6615,61.0855,1.5254,1.1144
2788,鹭燕医药,212.4678,2.8088,8.7100,3.7909,7.0764,75.1855,1.0913,1.6322
600863,华能蒙电,210.5047,24.9344,12.2500,-11.7569,23.1568,52.7299,0.3944,0.4323
603368,柳药集团,209.2627,7.0946,9.0700,-1.2094,11.0469,61.8427,1.5078,0.9823
605499,东鹏饮料,208.7527,44.1526,51.6100,31.7979,44.9050,64.7323,0.9154,0.8452
600496,精工钢构,208.3828,6.0496,6.6000,12.6877,10.8094,66.6497,1.4701,0.7738
601137,博威合金,207.5297,1.2489,1.5200,11.2460,13.0174,56.0799,1.6498,1.1074
301656,联合动力,206.9700,11.3336,17.8900,27.9367,16.2260,62.7964,1.2373,0.9436
600685,中船防务,205.4705,10.0826,5.7600,5.8996,10.0647,61.2819,1.1429,0.3749
601666,平煤股份,205.3186,2.3131,1.0400,-32.1962,18.7015,65.1476,0.4340,0.2606
603260,合盛硅业,204.9855,-29.9085,-9.6300,-23.2041,7.2874,64.9571,0.3284,0.2351
900910,海立B股,204.9819,0.7182,1.1700,9.3408,14.0823,67.0622,1.0912,0.8644
600619,海立股份,204.9819,0.7182,1.1700,9.3408,14.0823,67.0622,1.0912,0.8644
600546,山煤国际,204.7219,11.6643,7.1700,-30.7452,35.6072,51.2138,0.7001,0.5131
2683,广东宏大,203.6906,9.5718,14.2000,49.2035,20.8815,55.4365,1.5236,0.7602
2533,金杯电工,203.2116,5.9991,14.1500,15.0107,10.2300,57.9973,1.4516,1.8050
600377,宁沪高速,202.8920,45.9387,11.4800,-12.5398,30.0711,42.9593,0.5879,0.2178
605090,九丰能源,202.6930,14.7985,14.7300,-8.0640,10.3496,26.9842,2.4774,1.3036
301039,中集车辆,201.7764,9.0352,6.2500,-3.9078,15.8888,33.3202,2.1715,0.8862
2299,圣农发展,200.9448,13.8006,12.5900,8.1188,12.5805,51.6552,0.6209,0.9112
603816,顾家家居,200.5639,17.9004,17.6800,8.5319,32.7631,42.7465,1.1764,1.0983
2131,利欧股份,200.5043,0.3374,0.2700,-5.2907,8.7649,40.8214,2.3615,0.9221
600415,小商品城,199.2725,42.0355,17.5300,26.6237,31.4444,48.1399,1.1392,0.4769
1280,中国铀业,198.9403,16.4544,13.7500,15.1356,19.8267,43.0196,3.2701,0.7528
688778,厦钨新能,198.7957,7.5483,8.3400,46.7036,9.9631,56.2919,1.2643,1.0763
600742,富维股份,198.6785,4.6509,5.4200,1.1792,10.7836,55.8752,1.3801,0.8648
600480,凌云股份,198.3590,8.3507,10.7100,5.3004,16.5771,50.5818,1.3880,0.9842
600956,新天绿能,198.3082,18.2633,8.1200,-7.2118,20.7708,66.3042,0.6079,0.2234
600761,安徽合力,198.1853,12.2465,11.5800,11.3511,23.5476,40.1140,1.9238,0.9983
887,中鼎股份,197.9983,15.8940,11.6200,5.0164,23.2427,47.3690,1.7309,0.7688
603129,春风动力,197.4558,16.7537,24.4900,31.3040,26.9371,59.8487,1.3696,1.1557
2462,嘉事堂,195.2515,1.1138,2.5800,-18.7082,6.3996,53.9091,1.7490,1.4578
301584,建发致新,194.3000,2.6963,15.7700,8.4097,7.9491,83.3030,1.1629,1.3946
900925,机电B股,192.9438,7.9247,5.6900,-6.7114,15.3239,49.4047,1.6423,0.5625
600835,上海机电,192.9438,7.9247,5.6900,-6.7114,15.3239,49.4047,1.6423,0.5625
300476,胜宏科技,192.9231,43.1199,35.5600,79.7733,35.2235,52.8505,0.9626,0.7090
1914,招商积余,192.7321,6.5458,6.1900,12.2343,11.0896,45.9039,1.2824,0.9825
2276,万马股份,192.3990,3.4711,5.9500,8.3287,12.1402,62.5559,1.3989,1.2225
2304,洋河股份,192.1106,22.0606,4.6200,-33.4712,71.6022,19.9716,3.7651,0.3051
600966,博汇纸业,191.5764,1.5549,2.2200,1.2004,9.5716,65.4818,0.6321,0.8715
2396,星网锐捷,191.5687,4.0886,6.0100,14.3126,32.2410,42.3658,1.7544,1.1262
603766,隆鑫通用,191.3515,16.4775,17.5000,13.7491,19.0261,44.3772,1.8591,1.1455
603486,科沃斯,190.3966,17.5831,22.1900,15.0973,48.8233,48.1237,1.8083,1.1732
301116,益客食品,189.6186,-2.7979,-17.2300,-9.0003,2.3532,65.2293,0.6436,4.0757
2463,沪电股份,189.4522,38.2231,28.5700,42.0017,35.4756,46.4574,1.4897,0.7665
600008,首创环保,188.8559,17.7188,5.7300,-5.8075,36.6780,63.7598,1.1259,0.1714
600176,中国巨石,188.8086,32.8546,10.6200,19.0788,33.1183,40.4136,1.0486,0.3496
200596,古井贡B,188.3198,35.4911,14.2800,-20.1288,79.2560,31.6596,2.3422,0.4785
596,古井贡酒,188.3198,35.4911,14.2800,-20.1288,79.2560,31.6596,2.3422,0.4785
600409,三友化工,188.3144,0.8953,0.6500,-11.8427,12.7243,42.4179,1.0223,0.7144
300115,长盈精密,188.1869,5.9767,7.3100,11.1286,18.9547,63.7821,0.9323,0.8470
